,DATETIMEDATA,PM25,O3,WS,TEMP,RH,WD,stationID
850,2024-02-05 10:00:00,26.9,3.0,1,30.0,62,124,44t
851,2024-02-05 11:00:00,25.3,0.0,2,32.0,59,124,44t
852,2024-02-05 12:00:00,26.8,1.0,2,33.0,53,130,44t
853,2024-02-05 13:00:00,22.0,2.0,1,33.0,49,139,44t
854,2024-02-05 14:00:00,21.4,26.0,1,33.0,47,159,44t
855,2024-02-05 15:00:00,24.6,26.0,1,33.0,49,147,44t
856,2024-02-05 16:00:00,22.5,9.0,1,32.0,53,134,44t
857,2024-02-05 17:00:00,25.3,33.0,1,31.0,58,149,44t
858,2024-02-05 18:00:00,15.0,25.0,1,29.0,63,123,44t
859,2024-02-05 19:00:00,19.5,0.0,1,28.0,71,113,44t
860,2024-02-05 20:00:00,17.4,11.415652173913044,1,28.0,74,109,44t
861,2024-02-05 21:00:00,16.3,6.0,1,28.0,76,112,44t
862,2024-02-05 22:00:00,16.0,1.0,1,27.0,78,111,44t
863,2024-02-05 23:00:00,17.4,1.0,1,27.0,78,114,44t
864,2024-02-06 00:00:00,17.6904,8.0,1,27.0,76,119,44t
865,2024-02-06 01:00:00,17.6904,0.0,1,27.0,77,103,44t
866,2024-02-06 02:00:00,19.8,0.0,1,26.0,83,101,44t
867,2024-02-06 03:00:00,23.1,0.0,1,26.0,85,103,44t
868,2024-02-06 04:00:00,20.7,2.0,1,25.0,87,104,44t
869,2024-02-06 05:00:00,24.0,0.0,1,25.0,89,106,44t
870,2024-02-06 06:00:00,23.4,1.0,1,25.0,89,106,44t
871,2024-02-06 07:00:00,26.3,0.0,1,25.0,89,107,44t
872,2024-02-06 08:00:00,31.0,1.0,1,26.0,85,111,44t
873,2024-02-06 09:00:00,32.9,10.0,2,28.0,77,120,44t
874,2024-02-06 10:00:00,26.2,10.0,2,30.0,68,126,44t
875,2024-02-06 11:00:00,20.3,4.0,2,31.0,63,126,44t
876,2024-02-06 12:00:00,19.5,5.0,2,32.0,55,131,44t
877,2024-02-06 13:00:00,13.5,18.0,1,33.0,50,159,44t
878,2024-02-06 14:00:00,12.9,5.0,1,33.0,50,173,44t
879,2024-02-06 15:00:00,11.1,12.0,1,33.0,50,148,44t
880,2024-02-06 16:00:00,17.6904,5.0,1,32.0,53,166,44t
881,2024-02-06 17:00:00,17.6904,4.0,2,31.0,57,128,44t
882,2024-02-06 18:00:00,12.5,3.0,1,30.0,63,125,44t
883,2024-02-06 19:00:00,13.9,0.0,1,29.0,71,115,44t
884,2024-02-06 20:00:00,20.0,0.0,1,28.0,75,113,44t
885,2024-02-06 21:00:00,19.3,11.415652173913044,1,28.0,77,111,44t
886,2024-02-06 22:00:00,17.7,8.0,1,28.0,79,112,44t
887,2024-02-06 23:00:00,18.8,1.0,1,28.0,80,107,44t
888,2024-02-07 00:00:00,17.1,2.0,1,28.0,80,105,44t
889,2024-02-07 01:00:00,13.3,5.0,1,27.0,83,105,44t
890,2024-02-07 02:00:00,18.8,2.0,1,26.0,86,103,44t
891,2024-02-07 03:00:00,22.5,6.0,1,26.0,85,94,44t
892,2024-02-07 04:00:00,18.2,2.0,1,26.0,86,95,44t
893,2024-02-07 05:00:00,27.0,1.0,1,26.0,88,101,44t
894,2024-02-07 06:00:00,31.5,0.0,1,25.0,89,99,44t
895,2024-02-07 07:00:00,24.8,0.0,1,26.0,85,100,44t
896,2024-02-07 08:00:00,28.4,0.0,1,28.0,74,119,44t
897,2024-02-07 09:00:00,22.3,11.0,1,30.0,65,122,44t
898,2024-02-07 10:00:00,22.5,0.0,1,31.0,57,120,44t
899,2024-02-07 11:00:00,20.3,8.0,2,33.0,49,136,44t
900,2024-02-07 12:00:00,16.9,11.0,1,33.0,45,165,44t
901,2024-02-07 13:00:00,16.7,25.0,1,33.0,45,160,44t
902,2024-02-07 14:00:00,14.9,25.0,1,33.0,44,137,44t
903,2024-02-07 15:00:00,20.5,21.0,1,33.0,46,153,44t
904,2024-02-07 16:00:00,15.6,0.0,1,32.0,48,175,44t
905,2024-02-07 17:00:00,18.5,4.0,2,30.0,58,134,44t
906,2024-02-07 18:00:00,20.0,7.0,2,29.0,67,126,44t
907,2024-02-07 19:00:00,23.1,0.0,1,29.0,71,115,44t
908,2024-02-07 20:00:00,20.3,1.0,1,28.0,71,109,44t
909,2024-02-07 21:00:00,21.1,0.0,1,28.0,72,111,44t
910,2024-02-07 22:00:00,20.9,11.415652173913044,1,27.0,75,111,44t
911,2024-02-07 23:00:00,20.4,12.0,1,27.0,77,110,44t
912,2024-02-08 00:00:00,20.8,1.0,1,27.0,79,105,44t
913,2024-02-08 01:00:00,17.0,8.0,1,27.0,81,100,44t
914,2024-02-08 02:00:00,16.2,4.0,1,26.0,82,95,44t
915,2024-02-08 03:00:00,25.8,4.0,1,26.0,85,96,44t
916,2024-02-08 04:00:00,27.2,2.0,1,26.0,85,94,44t
917,2024-02-08 05:00:00,31.1,0.0,1,25.0,86,100,44t
918,2024-02-08 06:00:00,29.7,1.0,1,25.0,87,100,44t
919,2024-02-08 07:00:00,27.8,0.0,1,26.0,87,107,44t
920,2024-02-08 08:00:00,37.5,0.0,1,28.0,75,102,44t
921,2024-02-08 09:00:00,34.1,1.0,1,30.0,63,102,44t
922,2024-02-08 10:00:00,22.6,1.0,1,32.0,55,118,44t
923,2024-02-08 11:00:00,18.8,10.0,2,33.0,52,123,44t
924,2024-02-08 12:00:00,15.3,19.0,1,34.0,44,141,44t
925,2024-02-08 13:00:00,13.9,20.0,1,34.0,46,163,44t
926,2024-02-08 14:00:00,11.4,20.0,1,33.0,46,152,44t
927,2024-02-08 15:00:00,14.8,4.0,2,33.0,46,149,44t
928,2024-02-08 16:00:00,15.2,13.0,2,32.0,52,137,44t
929,2024-02-08 17:00:00,14.1,3.0,2,31.0,59,141,44t
930,2024-02-08 18:00:00,18.2,7.0,1,29.0,67,137,44t
931,2024-02-08 19:00:00,15.7,0.0,1,29.0,72,119,44t
932,2024-02-08 20:00:00,16.4,1.0,1,28.0,74,114,44t
933,2024-02-08 21:00:00,18.1,0.0,1,28.0,76,112,44t
934,2024-02-08 22:00:00,18.9,3.0,1,28.0,77,109,44t
935,2024-02-08 23:00:00,24.4,11.415652173913044,1,28.0,77,107,44t
936,2024-02-09 00:00:00,20.9,10.0,1,27.0,76,103,44t
937,2024-02-09 01:00:00,13.3,2.0,1,27.0,81,101,44t
938,2024-02-09 02:00:00,18.8,3.0,1,27.0,83,104,44t
939,2024-02-09 03:00:00,18.1,6.0,1,27.0,83,101,44t
940,2024-02-09 04:00:00,24.1,1.0,1,26.0,84,103,44t
941,2024-02-09 05:00:00,28.6,2.0,1,26.0,87,105,44t
942,2024-02-09 06:00:00,31.8,0.0,1,26.0,87,100,44t
943,2024-02-09 07:00:00,27.5,0.0,1,26.0,83,103,44t
944,2024-02-09 08:00:00,31.5,1.0,1,29.0,72,115,44t
945,2024-02-09 09:00:00,20.7,5.0,1,30.0,67,123,44t
946,2024-02-09 10:00:00,24.7,6.0,1,31.0,63,133,44t
947,2024-02-09 11:00:00,28.8,0.0,1,32.0,56,136,44t
948,2024-02-09 12:00:00,27.4,3.0,1,33.0,51,137,44t
949,2024-02-09 13:00:00,28.6,26.0,1,33.0,50,170,44t
950,2024-02-09 14:00:00,28.5,17.0,1,33.0,50,200,44t
951,2024-02-09 15:00:00,28.4,11.0,1,33.0,49,166,44t
952,2024-02-09 16:00:00,17.6904,21.0,1,32.0,53,154,44t
953,2024-02-09 17:00:00,23.8,4.0,1,30.0,56,175,44t
954,2024-02-09 18:00:00,18.1,21.0,1,29.0,64,131,44t
955,2024-02-09 19:00:00,16.4,19.0,1,28.0,66,203,44t
956,2024-02-09 20:00:00,19.2,1.0,1,28.0,67,172,44t
957,2024-02-09 21:00:00,16.9,1.0,1,28.0,67,140,44t
958,2024-02-09 22:00:00,18.3,7.0,1,28.0,69,119,44t
959,2024-02-09 23:00:00,19.4,0.0,1,28.0,70,112,44t
960,2024-02-10 00:00:00,16.2,11.415652173913044,1,27.0,70,105,44t
961,2024-02-10 01:00:00,16.2,2.0,1,27.0,71,101,44t
962,2024-02-10 02:00:00,15.1,11.0,1,26.0,73,95,44t
963,2024-02-10 03:00:00,18.2,1.0,1,26.0,76,98,44t
964,2024-02-10 04:00:00,18.5,3.0,1,26.0,79,97,44t
965,2024-02-10 05:00:00,22.3,16.0,1,26.0,76,105,44t
966,2024-02-10 06:00:00,21.4,5.0,1,25.0,84,103,44t
967,2024-02-10 07:00:00,22.2,6.0,1,26.0,80,107,44t
968,2024-02-10 08:00:00,25.1,1.0,1,28.0,70,105,44t
969,2024-02-10 09:00:00,21.4,0.0,1,29.0,65,125,44t
970,2024-02-10 10:00:00,24.8,11.0,1,31.0,58,159,44t
971,2024-02-10 11:00:00,17.7,3.0,1,32.0,55,184,44t
972,2024-02-10 12:00:00,15.6,0.0,1,32.0,52,231,44t
973,2024-02-10 13:00:00,17.3,1.0,1,33.0,51,216,44t
974,2024-02-10 14:00:00,14.9,5.0,1,33.0,50,220,44t
975,2024-02-10 15:00:00,15.9,16.0,1,33.0,51,195,44t
976,2024-02-10 16:00:00,17.6,9.0,1,32.0,54,203,44t
977,2024-02-10 17:00:00,20.9,14.0,1,31.0,57,168,44t
978,2024-02-10 18:00:00,17.0,25.0,1,29.0,64,200,44t
979,2024-02-10 19:00:00,18.1,24.0,1,29.0,65,159,44t
980,2024-02-10 20:00:00,26.2,0.0,1,29.0,65,132,44t
981,2024-02-10 21:00:00,25.1,11.0,1,28.0,65,136,44t
982,2024-02-10 22:00:00,24.6,2.0,1,28.0,67,106,44t
983,2024-02-10 23:00:00,25.0,1.0,1,28.0,69,96,44t
984,2024-02-11 00:00:00,22.7,0.0,1,28.0,71,110,44t
985,2024-02-11 01:00:00,24.4,11.415652173913044,1,27.0,71,107,44t
986,2024-02-11 02:00:00,22.5,0.0,1,28.0,68,121,44t
987,2024-02-11 03:00:00,21.0,2.0,1,27.0,67,110,44t
988,2024-02-11 04:00:00,18.9,24.0,1,27.0,72,92,44t
989,2024-02-11 05:00:00,16.2,35.0,1,27.0,71,81,44t
990,2024-02-11 06:00:00,15.4,36.0,1,27.0,71,85,44t
991,2024-02-11 07:00:00,19.0,23.0,1,27.0,67,86,44t
992,2024-02-11 08:00:00,22.2,10.0,1,28.0,64,121,44t
993,2024-02-11 09:00:00,21.7,4.0,1,29.0,60,139,44t
994,2024-02-11 10:00:00,25.1,4.0,1,30.0,56,222,44t
995,2024-02-11 11:00:00,18.2,2.0,1,31.0,53,228,44t
996,2024-02-11 12:00:00,18.2,1.0,2,32.0,48,239,44t
997,2024-02-11 13:00:00,16.8,11.0,2,32.0,47,245,44t
998,2024-02-11 14:00:00,17.7,21.0,2,32.0,46,238,44t
999,2024-02-11 15:00:00,19.5,10.0,1,32.0,50,219,44t
1000,2024-02-11 16:00:00,21.5,34.0,1,31.0,52,235,44t
1001,2024-02-11 17:00:00,19.3,34.0,1,30.0,57,218,44t
1002,2024-02-11 18:00:00,17.2,34.0,1,29.0,62,171,44t
1003,2024-02-11 19:00:00,18.8,25.0,1,28.0,63,160,44t
1004,2024-02-11 20:00:00,17.6904,11.415652173913044,1,28.0,63,141,44t
1005,2024-02-11 21:00:00,17.6904,3.0,1,28.0,63,146,44t
1006,2024-02-11 22:00:00,20.2,2.0,1,28.0,64,128,44t
1007,2024-02-11 23:00:00,24.0,1.0,1,28.0,67,110,44t
1008,2024-02-12 00:00:00,20.7,23.0,1,27.0,68,112,44t
1009,2024-02-12 01:00:00,22.2,4.0,1,27.0,70,92,44t
1010,2024-02-12 02:00:00,22.6,11.415652173913044,1,27.0,70,88,44t
1011,2024-02-12 03:00:00,21.5,41.0,1,27.0,70,109,44t
1012,2024-02-12 04:00:00,18.7,41.0,1,27.0,71,93,44t
1013,2024-02-12 05:00:00,20.6,41.0,1,26.0,72,106,44t
1014,2024-02-12 06:00:00,21.4,28.0,1,26.0,72,103,44t
1015,2024-02-12 07:00:00,25.9,4.0,1,27.0,70,75,44t
1016,2024-02-12 08:00:00,27.8,2.0,1,28.0,69,101,44t
1017,2024-02-12 09:00:00,24.5,9.0,1,29.0,65,136,44t
1018,2024-02-12 10:00:00,19.3,2.0,1,30.0,56,230,44t
1019,2024-02-12 11:00:00,21.9,1.0,1,31.0,52,225,44t
1020,2024-02-12 12:00:00,22.8,16.0,1,32.0,49,225,44t
1021,2024-02-12 13:00:00,20.8,1.0,1,32.0,47,226,44t
1022,2024-02-12 14:00:00,19.3,1.0,2,32.0,48,241,44t
1023,2024-02-12 15:00:00,19.7,8.0,2,31.0,49,241,44t
1024,2024-02-12 16:00:00,17.1,15.0,1,31.0,52,205,44t
1025,2024-02-12 17:00:00,22.2,0.0,1,30.0,57,230,44t
1026,2024-02-12 18:00:00,20.7,30.0,1,28.0,63,198,44t
1027,2024-02-12 19:00:00,22.2,4.0,1,28.0,65,205,44t
1028,2024-02-12 20:00:00,20.5,14.0,1,28.0,67,193,44t
1029,2024-02-12 21:00:00,20.2,3.0,1,28.0,69,207,44t
1030,2024-02-12 22:00:00,21.1,4.0,1,27.0,70,170,44t
1031,2024-02-12 23:00:00,22.5,6.0,2,27.0,71,211,44t
1032,2024-02-13 00:00:00,25.1,16.0,1,27.0,72,215,44t
1033,2024-02-13 01:00:00,22.3,1.0,1,27.0,70,214,44t
1034,2024-02-13 02:00:00,16.2,16.0,1,27.0,67,201,44t
1035,2024-02-13 03:00:00,19.2,11.415652173913044,1,27.0,68,123,44t
1036,2024-02-13 04:00:00,16.5,40.0,1,27.0,73,104,44t
1037,2024-02-13 05:00:00,17.3,41.0,1,27.0,73,115,44t
1038,2024-02-13 06:00:00,20.0,39.0,1,26.0,75,115,44t
1039,2024-02-13 07:00:00,25.8,13.0,1,27.0,75,124,44t
1040,2024-02-13 08:00:00,22.2,4.0,1,28.0,70,105,44t
1041,2024-02-13 09:00:00,22.3,5.0,1,29.0,66,140,44t
1042,2024-02-13 10:00:00,18.0,2.0,1,30.0,60,148,44t
1043,2024-02-13 11:00:00,21.1,0.0,1,31.0,53,176,44t
1044,2024-02-13 12:00:00,21.2,23.0,1,32.0,51,209,44t
1045,2024-02-13 13:00:00,20.2,10.0,1,32.0,52,204,44t
1046,2024-02-13 14:00:00,19.0,8.0,1,32.0,52,196,44t
1047,2024-02-13 15:00:00,15.3,23.0,1,31.0,56,172,44t
1048,2024-02-13 16:00:00,18.0,33.0,1,30.0,58,210,44t
1049,2024-02-13 17:00:00,19.5,31.0,1,29.0,60,175,44t
1050,2024-02-13 18:00:00,20.6,12.0,1,29.0,65,158,44t
1051,2024-02-13 19:00:00,25.6,15.0,1,28.0,69,141,44t
1052,2024-02-13 20:00:00,19.2,14.0,1,28.0,70,131,44t
1053,2024-02-13 21:00:00,18.3,2.0,1,28.0,68,133,44t
1054,2024-02-13 22:00:00,17.2,3.0,1,28.0,70,134,44t
1055,2024-02-13 23:00:00,15.8,4.0,1,28.0,71,125,44t
1056,2024-02-14 00:00:00,18.7,24.0,1,28.0,71,125,44t
1057,2024-02-14 01:00:00,21.5,11.415652173913044,1,27.0,77,113,44t
1058,2024-02-14 02:00:00,15.2,139.0,1,26.0,84,116,44t
1059,2024-02-14 03:00:00,13.8,107.0,1,27.0,80,141,44t
1060,2024-02-14 04:00:00,13.3,11.415652173913044,1,26.0,83,123,44t
1061,2024-02-14 05:00:00,12.3,26.0,1,26.0,79,179,44t
1062,2024-02-14 06:00:00,15.2,18.0,1,26.0,82,132,44t
1063,2024-02-14 07:00:00,20.8,5.0,1,26.0,85,137,44t
1064,2024-02-14 08:00:00,16.3,0.0,1,27.0,85,131,44t
1065,2024-02-14 09:00:00,19.2,0.0,1,28.0,77,137,44t
1066,2024-02-14 10:00:00,18.3,3.0,1,30.0,66,219,44t
1067,2024-02-14 11:00:00,19.1,3.0,1,30.0,68,207,44t
1068,2024-02-14 12:00:00,17.8,2.0,1,32.0,59,228,44t
1069,2024-02-14 13:00:00,18.2,7.0,1,32.0,59,212,44t
1070,2024-02-14 14:00:00,17.8,23.0,1,32.0,59,189,44t
1071,2024-02-14 15:00:00,23.9,23.0,1,31.0,61,173,44t
1072,2024-02-14 16:00:00,15.6,24.0,1,30.0,63,216,44t
1073,2024-02-14 17:00:00,17.6,10.0,1,30.0,66,194,44t
1074,2024-02-14 18:00:00,19.6,4.0,1,29.0,71,204,44t
1075,2024-02-14 19:00:00,26.3,0.0,1,28.0,73,191,44t
1076,2024-02-14 20:00:00,23.1,4.0,1,28.0,74,187,44t
1077,2024-02-14 21:00:00,21.3,6.0,1,28.0,75,158,44t
1078,2024-02-14 22:00:00,20.9,6.0,1,28.0,74,134,44t
1079,2024-02-14 23:00:00,15.4,3.0,1,28.0,74,104,44t
1080,2024-02-15 00:00:00,15.9,3.0,1,27.0,77,121,44t
1081,2024-02-15 01:00:00,19.9,22.0,1,27.0,78,135,44t
1082,2024-02-15 02:00:00,18.3,23.0,1,27.0,78,157,44t
1083,2024-02-15 03:00:00,10.6,23.0,1,27.0,79,145,44t
1084,2024-02-15 04:00:00,13.3,23.0,1,27.0,80,143,44t
1085,2024-02-15 05:00:00,12.1,11.415652173913044,1,27.0,80,143,44t
1086,2024-02-15 06:00:00,18.9,22.0,1,27.0,81,122,44t
1087,2024-02-15 07:00:00,23.3,3.0,1,27.0,79,124,44t
1088,2024-02-15 08:00:00,23.3,4.0,1,29.0,70,148,44t
1089,2024-02-15 09:00:00,13.2,2.0,1,31.0,61,165,44t
1090,2024-02-15 10:00:00,22.4,2.0,1,31.0,57,224,44t
1091,2024-02-15 11:00:00,18.8,4.0,1,32.0,55,229,44t
1092,2024-02-15 12:00:00,18.2,20.0,1,32.0,51,253,44t
1093,2024-02-15 13:00:00,17.8,3.0,1,33.0,50,233,44t
1094,2024-02-15 14:00:00,18.6,8.0,1,33.0,51,217,44t
1095,2024-02-15 15:00:00,13.4,2.0,1,32.0,53,198,44t
1096,2024-02-15 16:00:00,15.8,5.0,1,32.0,56,189,44t
1097,2024-02-15 17:00:00,17.6,3.0,1,30.0,61,198,44t
1098,2024-02-15 18:00:00,16.1,2.0,1,29.0,66,207,44t
1099,2024-02-15 19:00:00,16.9,9.0,1,28.0,70,208,44t
1100,2024-02-15 20:00:00,19.3,2.0,1,28.0,71,202,44t
1101,2024-02-15 21:00:00,13.2,2.0,1,28.0,73,177,44t
1102,2024-02-15 22:00:00,23.3,0.0,1,28.0,73,120,44t
1103,2024-02-15 23:00:00,17.9,3.0,1,28.0,74,120,44t
1104,2024-02-16 00:00:00,22.7,8.0,1,28.0,73,113,44t
1105,2024-02-16 01:00:00,16.9,6.0,1,28.0,74,109,44t
1106,2024-02-16 02:00:00,17.7,0.0,1,27.0,75,115,44t
1107,2024-02-16 03:00:00,12.2,22.0,1,27.0,76,99,44t
1108,2024-02-16 04:00:00,13.9,22.0,1,27.0,78,105,44t
1109,2024-02-16 05:00:00,12.8,16.0,1,27.0,78,115,44t
1110,2024-02-16 06:00:00,19.9,11.415652173913044,1,27.0,79,99,44t
1111,2024-02-16 07:00:00,19.9,0.0,1,27.0,76,106,44t
1112,2024-02-16 08:00:00,20.4,17.0,1,29.0,70,108,44t
1113,2024-02-16 09:00:00,16.0,1.0,1,30.0,61,121,44t
1114,2024-02-16 10:00:00,19.2,9.0,1,31.0,54,152,44t
1115,2024-02-16 11:00:00,15.8,6.0,1,32.0,52,188,44t
1116,2024-02-16 12:00:00,16.2,4.0,1,32.0,50,222,44t
1117,2024-02-16 13:00:00,14.4,0.0,1,33.0,47,204,44t
1118,2024-02-16 14:00:00,18.2,2.0,1,33.0,47,147,44t
1119,2024-02-16 15:00:00,9.2,23.0,1,33.0,46,152,44t
1120,2024-02-16 16:00:00,17.1,2.0,1,32.0,52,192,44t
1121,2024-02-16 17:00:00,15.2,4.0,1,30.0,60,148,44t
1122,2024-02-16 18:00:00,20.3,7.0,1,29.0,67,138,44t
1123,2024-02-16 19:00:00,19.1,2.0,1,28.0,71,129,44t
1124,2024-02-16 20:00:00,19.6,0.0,1,28.0,71,124,44t
1125,2024-02-16 21:00:00,14.4,2.0,1,28.0,72,111,44t
1126,2024-02-16 22:00:00,15.4,2.0,1,28.0,73,113,44t
1127,2024-02-16 23:00:00,16.2,11.0,1,28.0,74,110,44t
1128,2024-02-17 00:00:00,17.8,18.0,1,27.0,75,111,44t
1129,2024-02-17 01:00:00,14.5,1.0,1,27.0,75,102,44t
1130,2024-02-17 02:00:00,14.7,17.0,1,27.0,77,95,44t
1131,2024-02-17 03:00:00,16.2,21.0,1,27.0,77,110,44t
1132,2024-02-17 04:00:00,17.1,21.0,1,26.0,78,117,44t
1133,2024-02-17 05:00:00,16.2,20.0,1,26.0,77,117,44t
1134,2024-02-17 06:00:00,21.0,2.0,1,26.0,78,113,44t
1135,2024-02-17 07:00:00,26.1,11.415652173913044,1,27.0,77,130,44t
1136,2024-02-17 08:00:00,19.2,17.0,1,28.0,71,115,44t
1137,2024-02-17 09:00:00,17.1,1.0,1,29.0,64,120,44t
1138,2024-02-17 10:00:00,22.4,0.0,1,30.0,57,147,44t
1139,2024-02-17 11:00:00,21.3,1.0,1,32.0,50,151,44t
1140,2024-02-17 12:00:00,23.2,20.0,1,32.0,46,160,44t
1141,2024-02-17 13:00:00,20.8,0.0,1,33.0,40,161,44t
1142,2024-02-17 14:00:00,15.6,25.0,1,33.0,42,159,44t
1143,2024-02-17 15:00:00,18.5,25.0,2,32.0,47,157,44t
1144,2024-02-17 16:00:00,21.0,25.0,1,32.0,50,152,44t
1145,2024-02-17 17:00:00,17.2,23.0,1,30.0,55,155,44t
1146,2024-02-17 18:00:00,15.3,21.0,1,29.0,64,180,44t
1147,2024-02-17 19:00:00,18.5,21.0,1,28.0,68,165,44t
1148,2024-02-17 20:00:00,19.2,22.0,1,28.0,70,137,44t
1149,2024-02-17 21:00:00,15.7,22.0,1,28.0,69,123,44t
1150,2024-02-17 22:00:00,22.6,18.0,1,28.0,69,112,44t
1151,2024-02-17 23:00:00,17.1,15.0,1,28.0,70,106,44t
1152,2024-02-18 00:00:00,17.1,13.0,1,27.0,71,103,44t
1153,2024-02-18 01:00:00,14.6,20.0,1,27.0,72,110,44t
1154,2024-02-18 02:00:00,16.3,20.0,1,27.0,75,107,44t
1155,2024-02-18 03:00:00,16.7,21.0,1,27.0,76,109,44t
1156,2024-02-18 04:00:00,14.6,20.0,1,27.0,75,112,44t
1157,2024-02-18 05:00:00,17.0,19.0,1,26.0,77,107,44t
1158,2024-02-18 06:00:00,23.8,19.0,1,26.0,76,112,44t
1159,2024-02-18 07:00:00,23.6,19.0,1,27.0,75,114,44t
1160,2024-02-18 08:00:00,22.2,11.415652173913044,1,29.0,68,120,44t
1161,2024-02-18 09:00:00,17.6904,24.0,1,30.0,61,121,44t
1162,2024-02-18 10:00:00,17.6904,23.0,1,31.0,57,126,44t
1163,2024-02-18 11:00:00,17.9,23.0,1,32.0,53,159,44t
1164,2024-02-18 12:00:00,18.6,23.0,1,32.0,54,202,44t
1165,2024-02-18 13:00:00,17.3,23.0,1,32.0,55,218,44t
1166,2024-02-18 14:00:00,17.2,22.0,1,32.0,58,199,44t
1167,2024-02-18 15:00:00,14.8,19.0,1,31.0,60,180,44t
1168,2024-02-18 16:00:00,16.0,19.0,1,30.0,65,160,44t
1169,2024-02-18 17:00:00,18.0,18.0,1,29.0,68,131,44t
1170,2024-02-18 18:00:00,21.0,18.0,1,29.0,69,120,44t
1171,2024-02-18 19:00:00,22.7,17.0,1,27.0,81,116,44t
1172,2024-02-18 20:00:00,21.5,12.0,1,27.0,86,111,44t
1173,2024-02-18 21:00:00,27.0,16.0,1,27.0,82,106,44t
1174,2024-02-18 22:00:00,24.7,28.0,1,28.0,78,105,44t
1175,2024-02-18 23:00:00,14.2,23.0,1,28.0,77,107,44t
1176,2024-02-19 00:00:00,14.4,18.0,1,28.0,76,108,44t
1177,2024-02-19 01:00:00,17.5,17.0,1,28.0,76,106,44t
1178,2024-02-19 02:00:00,14.0,18.0,1,28.0,76,104,44t
1179,2024-02-19 03:00:00,13.6,18.0,1,28.0,74,96,44t
1180,2024-02-19 04:00:00,14.4,17.0,1,27.0,78,94,44t
1181,2024-02-19 05:00:00,13.2,18.0,1,27.0,78,102,44t
1182,2024-02-19 06:00:00,13.5,15.0,1,27.0,78,102,44t
1183,2024-02-19 07:00:00,19.7,14.0,1,28.0,76,96,44t
1184,2024-02-19 08:00:00,19.0,18.0,1,29.0,71,112,44t
1185,2024-02-19 09:00:00,10.2,11.415652173913044,1,31.0,61,115,44t
1186,2024-02-19 10:00:00,13.5,22.0,1,31.0,57,136,44t
1187,2024-02-19 11:00:00,14.4,22.0,1,32.0,55,147,44t
1188,2024-02-19 12:00:00,14.7,24.0,2,32.0,55,139,44t
1189,2024-02-19 13:00:00,10.6,23.0,1,33.0,52,155,44t
1190,2024-02-19 14:00:00,11.9,20.0,1,33.0,57,169,44t
1191,2024-02-19 15:00:00,9.8,19.0,1,31.0,60,157,44t
1192,2024-02-19 16:00:00,8.5,18.0,1,31.0,60,177,44t
1193,2024-02-19 17:00:00,12.7,15.0,1,30.0,65,144,44t
1194,2024-02-19 18:00:00,14.1,18.0,1,29.0,69,126,44t
1195,2024-02-19 19:00:00,20.0,17.0,1,29.0,74,119,44t
1196,2024-02-19 20:00:00,18.8,17.0,1,28.0,77,110,44t
1197,2024-02-19 21:00:00,19.8,26.0,1,28.0,78,112,44t
1198,2024-02-19 22:00:00,23.5,26.0,1,28.0,78,115,44t
1199,2024-02-19 23:00:00,13.0,15.0,1,28.0,78,117,44t
1200,2024-02-20 00:00:00,11.3,15.0,1,28.0,78,111,44t
1201,2024-02-20 01:00:00,15.2,9.0,1,27.0,83,111,44t
1202,2024-02-20 02:00:00,19.2,7.0,1,27.0,85,107,44t
1203,2024-02-20 03:00:00,11.8,8.0,1,27.0,87,107,44t
1204,2024-02-20 04:00:00,14.3,7.0,1,27.0,87,107,44t
1205,2024-02-20 05:00:00,18.9,4.0,1,26.0,88,106,44t
1206,2024-02-20 06:00:00,26.2,3.0,1,26.0,89,106,44t
1207,2024-02-20 07:00:00,28.9,6.0,1,27.0,85,105,44t
1208,2024-02-20 08:00:00,31.4,18.0,1,29.0,69,112,44t
1209,2024-02-20 09:00:00,19.0,25.0,1,31.0,62,93,44t
1210,2024-02-20 10:00:00,15.7,11.415652173913044,1,32.0,56,104,44t
1211,2024-02-20 11:00:00,17.8,19.0,1,34.0,48,127,44t
1212,2024-02-20 12:00:00,14.5,19.0,1,34.0,47,167,44t
1213,2024-02-20 13:00:00,13.5,19.0,1,34.0,48,170,44t
1214,2024-02-20 14:00:00,9.8,19.0,1,34.0,46,151,44t
1215,2024-02-20 15:00:00,10.7,20.0,1,33.0,52,194,44t
1216,2024-02-20 16:00:00,14.7,18.0,1,32.0,59,175,44t
1217,2024-02-20 17:00:00,13.1,16.0,1,30.0,65,140,44t
1218,2024-02-20 18:00:00,19.0,17.0,1,29.0,70,129,44t
1219,2024-02-20 19:00:00,18.3,16.0,1,29.0,72,115,44t
1220,2024-02-20 20:00:00,13.1,18.0,2,29.0,73,116,44t
1221,2024-02-20 21:00:00,10.9,27.0,1,28.0,73,110,44t
1222,2024-02-20 22:00:00,10.3,27.0,1,28.0,75,108,44t
1223,2024-02-20 23:00:00,11.5,21.0,1,28.0,77,108,44t
1224,2024-02-21 00:00:00,12.6,13.0,1,28.0,80,106,44t
1225,2024-02-21 01:00:00,20.4,9.0,1,27.0,82,105,44t
1226,2024-02-21 02:00:00,19.8,9.0,1,27.0,84,105,44t
1227,2024-02-21 03:00:00,12.3,6.0,1,27.0,84,95,44t
1228,2024-02-21 04:00:00,13.9,5.0,1,26.0,87,109,44t
